id,triggerDesc,actionDesc,deviceCategory
rPetnzHv,WHEN within 15 minutes of the sunset in your location,", THEN dim or brighten your hue lights to a value between 0-100",Light
rPsTYUZw,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
rQC3gGtm,WHEN every single day at a specific time set by you,", THEN turn on the device/group of your choosing",Generic/Other
rQEuMPHf,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
rQSPU8MB,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rQguRwxL,WHEN every time the temperature rises above a value you specify,", THEN change the color of your hue lights",Light
rQvxU9iw,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rRFNTfqa,WHEN every time you exit an area you specify,", THEN turn your lights off",Light
rRH9h3nD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rRnNskru,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rRqGu6vh,WHEN a selected member arrives,", THEN set your aura to home scene",Light
rSGyt68A,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
rSZrVX4i,WHEN there is a new membership for your channel,", THEN set your lights to a specified brightness",Light
rTJMcLtf,WHEN every time a motion is detected at the given doorbell,", THEN turn a wemo light switch on",Light
rTfA9dDt,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
rUSBgH53,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene",Light
rUj5sHPq,WHEN every time you press the button,", THEN turn off your hue lights",Light
rUkdmFMt,WHEN a selected member arrives,", THEN set your aura to home scene",Light
rV4UFBfw,WHEN every time you exit an area you specify,", THEN turn off your hue lights",Light
rVL8B5iC,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
rVPeXm65,WHEN a selected member arrives,", THEN set your aura to away scene",Light
rVnyt9xQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rWfENwk4,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
rWfLFGCN,WHEN every time you exit an area you specify,", THEN turns off the selected wemo light",Light
rXK9HF3y,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rXQ2csAV,WHEN a selected member arrives,", THEN set your aura to home scene",Light
rXYjQgch,WHEN a selected member arrives,", THEN set your aura to home scene",Light
rY32icJS,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
rY5auR6K,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rYBGptHX,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on the selected light(s)",Light
rYHbepVA,WHEN there is a new Super Chat message in a live chat during a live stream on your channel,", THEN set your lights to a specified brightness",Light
rYhWwbF7,WHEN every single day at a specific time set by you,", THEN turn a wemo switch off",Generic/Other
rZ4tNJAk,WHEN every time you receive any new SMS on your Android device,", THEN make your lights quickly blink the color of your choice",Light
rZCXNQYr,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rZHJYFKv,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene",Light
rZUw58j7,WHEN a selected member arrives,", THEN set your aura to away scene",Light
rZVyq9U8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rZcUWbpJ,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on your hue lights",Light
rZhHbc8y,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn a wemo switch off",Generic/Other
rZrqyGF6,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
raUpsDzq,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
rat3QwPk,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene",Light
ravKh3fi,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights",Light
raxjBhvW,WHEN every single day at a specific time set by you,", THEN turn your lights off",Light
rb2374eY,WHEN every time a new item is added to the feed you specify,", THEN briefly turn your hue lights off THEN back on",Light
rb2LBNFg,WHEN every time a motion is detected at the given doorbell,", THEN turn a wemo switch on",Generic/Other
rbAJtPsr,WHEN a selected member leaves,", THEN set your aura to away scene",Light
rbxhrAWG,WHEN a selected member arrives,", THEN set your aura to away scene",Light
rcCaBdYN,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rcVdJRZ3,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rcaADu6G,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rdENY8X6,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rdvS567j,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on a slow color loop effect for your hue lights",Light
reTja7m2,WHEN every time your alarm goes off,", THEN briefly turn your hue lights off THEN back on",Light
reYryR6X,WHEN every single day at a specific time set by you,", THEN turn a wemo switch off",Generic/Other
rfjpic4P,WHEN a selected member arrives,", THEN set your aura to home scene",Light
rfkgWZtx,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on your hue lights",Light
rfsYS6Le,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rfsy4XtG,WHEN within 15 minutes of the sunset in your location,", THEN turn a wemo insight switch on",Generic/Other
rgApXMeU,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene",Light
rgPvRYbw,"WHEN every time your Withings Sleep detects that you get into bed, within the start and end time parameters that you specify",", THEN turn off your hue lights",Light
rgbTwB2Q,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
rgicryDV,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off the device/group of your choosing",Generic/Other
rgvTbrMd,WHEN a selected member arrives,", THEN set your aura to away scene",Light
rh5B68tV,WHEN within 15 minutes of the sunset in your location,", THEN turn a wemo switch on",Generic/Other
rhCnq4jQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rhGqLNHP,WHEN within 15 minutes of the sunrise in your location,", THEN turn off your hue lights",Light
rhj7iat4,WHEN every time the home you specify is set to Away,", THEN turn a wemo switch off",Generic/Other
rhreCNQS,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set the thermostat into a hold using the settings from the specified comfort profile",Thermostat/Heating
rhxKNfaP,WHEN a selected member leaves,", THEN set your aura to guardian scene",Light
ri7enMqu,WHEN every time your Withings Home detects motion,", THEN turn on your hue lights",Light
riQ3kmJ5,WHEN every single day at a specific time set by you,", THEN removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event",Thermostat/Heating
riUMyB4x,WHEN a selected member arrives,", THEN set your aura to away scene",Light
rjQnxAKv,WHEN a selected member arrives,", THEN set your aura to away scene",Light
rk7bW2Zi,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
rkr8cMhu,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change your hue lights to a randomly selected color",Light
rmHb7z3u,WHEN Aura detects motion,", THEN set your aura to guardian scene",Light
rmib56tS,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene",Light
rmnCPirW,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rn48C5pw,WHEN once a year on the date and time you specify,", THEN turn on a slow color loop effect for your hue lights",Light
rnHyFPBW,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rnVEfjrm,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene",Light
rnuzpyas,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN toggle your hue lights on or off",Light
rpn9hPbV,WHEN only on specific days of the week at the time you provide,", THEN turn on your hue lights",Light
rpqtF9nA,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rrCApFu4,WHEN every time you exit an area you specify,", THEN turn off your hue lights",Light
rsbzNr9w,WHEN every time you receive an SMS on your Android device from a phone number you specify,", THEN change the color of your hue lights",Light
rt3iQmyx,WHEN every time you enter an area you specify,", THEN removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event",Thermostat/Heating
rtiapfnz,WHEN every time your WeMo Switch is turned on,", THEN turn a wemo switch off",Generic/Other
rtrehM3E,WHEN every time you enter an area you specify,", THEN turn on your hue lights",Light
rturqhkX,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN toggle a wemo switch on or off",Generic/Other
ruHzVpmF,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights",Light
ruJLf7Sg,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN make your lights slowly breathe the color of your choice",Light
rughjJZU,WHEN a selected member arrives,", THEN set your aura to home scene",Light
rv7csa2C,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
rvMHCRxz,WHEN Aura detects motion,", THEN set your aura to guardian scene",Light
rvTzBmyb,WHEN every time you exit an area you specify,", THEN activate a selected scene from your account",Generic/Other
rvi9fTEV,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
rwGpn8X3,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
rwR5jT4k,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
rwRJgt2G,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rwYDajSp,WHEN once a year on the date and time you specify,", THEN change the color of your hue lights",Light
rwbq57Nc,WHEN every time you enter an area you specify,", THEN turn on your hue lights",Light
rx8GwRuk,WHEN every time you press the button,", THEN trigger the specified bot to turn on the switch",Generic/Other
rxv9g52i,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
ry49SEiM,WHEN a selected member arrives,", THEN set your aura to away scene",Light
ryvEtgLu,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
