id,triggerDesc,actionDesc
tcRxWsv8,WHEN only on specific days of the week at the time you provide,", THEN turn your aros a/c off"
td9N3GsW,WHEN every time the button is pressed on your SkyBell HD,", THEN turn on your hue lights"
tdNfhVCU,WHEN your eWeLink Support 1-Channel Switch is turned on or off,", THEN turn on your smartthings devices that support switching on"
tda5r432,WHEN Aura detects motion,", THEN set your aura to guardian scene"
tdvyGswE,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turns off the selected wemo light"
te9fVxj3,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN briefly turn your hue lights off THEN back on"
teaKtzBC,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights"
tfG2yhAr,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
tfkpeRw9,WHEN a selected member arrives,", THEN set your aura to guardian scene"
tfmFtipc,WHEN the specified device/group is turned on,", THEN turn off the device/group of your choosing"
tftqXyrk,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN unlock a specific device"
tfxEJ3cw,WHEN every time you are @mentioned in a tweet,", THEN briefly turn your hue lights off THEN back on"
tfyD9vkw,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set a scene on your hue lights"
thBqft2r,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
thT7wAkK,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
thqj8Bnp,WHEN every time a new user starts following you,", THEN temporarily set your nanoleaf light panels or canvas to a solid or blinking color and THEN return to its previous state"
thsqQEbP,WHEN every time the home you specify is set to Away,", THEN turn a wemo switch off"
ti75czs8,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
tiTysvpJ,WHEN every time the home you specify is set to Away,", THEN turn off a selected device"
ticL71oa,WHEN every time you enter an area you specify,", THEN turn your lights on"
tifFBxW7,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
titFuGeT,WHEN Aura detects motion,", THEN set your aura to guardian scene"
tjYaUNMn,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tjqxFXyB,WHEN a scheduled meeting starts,", THEN change the color of your lights"
tk6nSCRh,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights"
tk789BPh,WHEN a selected member arrives,", THEN set your aura to away scene"
tkWsMtx5,WHEN every time you enter an area you specify,", THEN turn a wemo switch on"
tkgZfF9h,WHEN at the hours where electricity in Denmark is cheap,", THEN change the color of your hue lights"
tm9ApRMn,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
tmQaLE4e,WHEN every single day at a specific time set by you,", THEN turn off your smartthings devices that support switching off"
tmZuF2hn,WHEN every time your alarm goes off,", THEN briefly turn your hue lights off THEN back on"
tmchkN8D,WHEN every time your GE Washer finishes a cycle,", THEN briefly turn your hue lights off THEN back on"
tmdAHDQW,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
tmyRjH5N,WHEN Aura detects motion when set to Night scene,", THEN set your aura to guardian scene"
tn9EvSPg,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
tnRsLavJ,WHEN every time you exit an area you specify,", THEN turn a wemo switch off"
tnhRyBx2,WHEN a selected member arrives,", THEN set your aura to guardian scene"
tnqLbTAN,WHEN every time your timer goes off,", THEN change the color of your hue lights"
tp24xMam,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
tp286THi,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
tpsRNmBP,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
tq4ZiVXK,WHEN a Blue By ADT alarm event occurs,", THEN turn on a light"
tq6E8s3n,WHEN within 15 minutes of the sunset in your location,", THEN turn on one of your mi|home devices"
tqCP8mp7,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tqEBKQDL,WHEN Aura detects motion,", THEN set your aura to guardian scene"
tqPaAnF6,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
tqUHmMhP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tqWTrGSE,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tqXahU4Q,WHEN every time the temperature drops below a threshold you specify,", THEN turn on the selected light(s)"
tqYnVhX5,WHEN every time a motion is detected at the given doorbell,", THEN turn on your hue lights"
tqxQf4UY,WHEN every time you receive an SMS on your Android device that matches a search you specify,", THEN turn a wemo switch on"
trAzBJec,WHEN a selected member leaves,", THEN set your aura to guardian scene"
trXqZJSU,WHEN within 15 minutes of the sunset in your location,", THEN turns on the selected group of wemo lights"
treakcxb,WHEN only on specific days of the week at the time you provide,", THEN turn your lights on"
trjnFp9c,WHEN every time your Android device disconnects from a WiFi network you specify,", THEN turn off your hue lights"
trtiJ7Lh,WHEN Aura detects motion,", THEN set your aura to away scene"
tsNfDkyQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tsb4N7XE,WHEN a Z-Wave sensor detects motion,", THEN turn on a device"
tsbXFfgJ,WHEN once a year on the date and time you specify,", THEN change the color of your hue lights"
tspnf69D,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tsvdq8mG,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
ttW7e8S5,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
tteCW4cv,WHEN within 15 minutes of the sunset in your location,", THEN turn a wemo switch on"
ttjYZ9sr,WHEN every time your D-Link camera detects a sound event,", THEN activate the scene that you choose"
ttji87N2,WHEN every time an event matches the specified criteria,", THEN turn on your hue lights"
tu4dWDk8,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN change the color of your hue lights"
tv3YSpus,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tv7hcXy5,WHEN Aura detects motion when set to Night scene,", THEN set your aura to guardian scene"
tvGaDrjp,WHEN a set number of minutes before the starting time of any event on your Google Calendar,", THEN briefly turn your hue lights off THEN back on"
tvSrybxu,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
tvxD3Ekb,WHEN a selected member arrives,", THEN set your aura to away scene"
twd6Bvzh,WHEN every time your Android device's battery drops below 15%,", THEN turn on a device"
twgarJ5p,WHEN within 15 minutes of the sunset in your location,", THEN turn off the device/group of your choosing"
twr29YQ7,WHEN the device attached to your WeMo Insight Switch is turned on longer than the minutes you specify,", THEN turn a wemo switch off"
twsiapzn,WHEN a selected member arrives,", THEN set your aura to away scene"
txE3NLRY,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
txHePBTc,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights"
txKNszJp,WHEN every time your cloudBit receives an input signal from another littleBits module,", THEN toggle a wemo switch on or off"
txZRyv4U,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set the light to specified color"
txZXngT7,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
txtC5vkm,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
tyW2sgw4,WHEN every time a specific user you are subscribed to makes a new video public,", THEN change your light's brightness to the specified level"
tywVhXTZ,WHEN there is a new membership for your channel,", THEN set your lights to a specified brightness"
tzH3BpwC,WHEN you tap a gesture with a custom IFTTT task matching the ID of this trigger,", THEN toggle a wemo light switch on or off"
tzJSKAdw,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tzTXreRd,WHEN there is a new DART rider alert,", THEN set your aura to away scene"
tztSBapb,WHEN every time your WeMo light switches on,", THEN turns on the selected group of wemo lights"
u28Ui7c5,WHEN every time you click the selected Flic,", THEN turn off your smartthings devices that support switching off"
u2JHRetg,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
u2XcB3aG,WHEN every time you enter an area you specify,", THEN turn a wemo light switch on"
u2hsa6p8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
u2p3Gz5f,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
u2rRXLWy,WHEN every time your SmartThings device's presence is detected,", THEN turn on your smartthings devices that support switching on"
u3GWHtZ6,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
u3RghaPG,WHEN every time a motion is detected at the given doorbell,", THEN activate a selected scene from your account"
u3nwcH2s,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
u4Zh3Bjb,WHEN a selected member arrives,", THEN set your aura to away scene"
u59GHR2p,WHEN every time a motion is detected at the given doorbell,", THEN turn on your hue lights"
u5NRbPKH,WHEN every time your Fitbit logs new sleep,", THEN execute the indicated scene"
u5SckKNu,WHEN a selected member arrives,", THEN set your aura to away scene"
u5YrxP6F,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
u5hJ8FBS,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
u5uSZeUN,WHEN a selected member arrives,", THEN set your aura to guardian scene"
u63Ljige,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on your hue lights"
u6FfGbAW,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
u6U4wRDZ,WHEN a set number of minutes before the starting time of any event on your Google Calendar,", THEN pause your robot"
u7HAvnXE,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
u7qrcexb,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set a nest thermostat to the temperature you specify"
u7uKQEkG,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
u7ztEJbX,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
u8BvcXJj,WHEN every time you enter an area you specify,", THEN set your honeywell thermostat to resume the currently defined thermostat programmed schedule"
u8DKcqAY,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
u8DptR9X,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
