id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
ywRGjhBF,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
yyHtEuAU,Nest Protect,Carbon monoxide warning,IF a smart air monitor detects poor air quality,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time the Nest Protect you specify detects warning carbon monoxide levels.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
yzJ4Sune,Location,You exit an area,IF the user exits a specified area,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time you exit an area you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
yzW4CFiJ,WeMo Smart Plug,Switched on,IF a smart device is turned on [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time your WeMo Switch is turned on.,This Action will toggle a WeMo Switch on or off.
yzeJ6Sxi,ThermoSmart,Temperature drops below,IF temperature drops below a specified threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time the temperature drops below a threshold you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
z6RLwvPX,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
z8jBaPnx,SmartThings,Humidity rises above,IF humidity crosses a threshold,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time your SmartThings device detects humidity above a value you specify.,This action will turn on a device.
zA3vgyz4,Android Device,Connects to a specific WiFi network,IF a device connects to a WiFi network,TP-Link Kasa,Activate scene,", THEN activate to a specified scene.",Generic/Other,This Trigger fires every time your Android device connects to a WiFi network you specify.,This action will activate a selected Scene from your account.
zCXsByKL,Location,You exit an area,IF the user exits a specified area,Sensibo,Turn A/C off,", THEN turn off a smart device.",Generic/Other,This Trigger fires every time you exit an area you specify.,Turn your A/C off
zD6wkJNy,Google Calendar,Event from search starts,IF shortly before a calendar event with a specific keyword [FREE],Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",This action will activate the specified scene.
zHRcei8F,Wyze,Motion Sensor detects motion,IF motion is detected,Hubitat,Open a device,", THEN open a connected device.",Generic/Other,This trigger fires when a Motion Sensor detects motion.,This action will open a Hubitat device.
zJbLntEq,WeMo Smart Plug,Switched on,IF a smart device is turned on [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your WeMo Switch is turned on.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
zKwtz2Th,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],Wink: Aros,Turn A/C off,", THEN turn off a smart device.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will turn your Aros A/C off.
zLc8qBZC,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
zMmXfg25,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],TP-Link Kasa,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn off a selected device.
zPSEw6zV,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
zQfRsG5r,Netatmo Weather Station,Gust speed rises above,IF wind speed exceeds a threshold,WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires ever time the gust speed rises above a value you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
zSecRBa3,Amazon Alexa,Item deleted on your To Do List,IF a reminder or task changes,ThermoSmart,Unpause,", THEN pause the thermostat.",Generic/Other,This Trigger fires every time you delete an item on your To Do List.,"This Action will unpause your ThermoSmart, i.e. set it to either a scheduled program or an exception if there is one for the current time."
zTu7pyXE,Nest Thermostat,Nest set to Away,IF home presence is set to away,iRobot,Start robot,", THEN start the robot.",Generic/Other,This Trigger fires every time the home you specify is set to Away.,This action will start your robot.
zUY7Sqwd,SkylinkNet,Sensor activated,IF a sensor is activated,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when a sensor has been activated.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
zX8dhGVU,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
zXrF4k7U,WeMo Insight Switch,Switched off,IF a smart device is turned off,WeMo Insight Switch,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time your WeMo Insight Switch is turned off.,This Action will toggle a WeMo Insight Switch on or off.
zYHZePpy,Weather Underground,Current condition changes to,IF the weather conditions change,WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ","This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
zZeTrjF6,Location,You exit an area,IF the user exits a specified area,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time you exit an area you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
zaA8NKrn,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
zaM652kj,Weather Underground,Current humidity level rises above,IF humidity crosses a threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger monitors your local humidity and fires every time the humidity rises above the value you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
zbFTaVsK,WeMo Insight Switch,Standby mode entered,IF a device powers on [FREE],WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your WeMo Insight Switch enters standby mode. The switch enters standby mode when the device attached to it is manually powered off or stops drawing power.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
zgkqTJX8,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
ziACtQBp,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],Lutron Caséta and RA2 Select,Set light level,", THEN set brightness to a specified level.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,This Action will set a Lutron dimmer or switch to the level you specify.
