id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
tSBiD5Mp,Nest Thermostat,Temperature drops below,IF temperature drops below a threshold,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time the temperature drops below a threshold you specify.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
tX4P9srv,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
tYrFcdNG,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,AQUAREA Smart Cloud,Change Heat Mode settings,", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will change operation settings for Heat Mode in your device. 
u7qrcexb,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
u8BvcXJj,Location,You enter an area,IF the user enters a specified area,Honeywell Total Connect Comfort,Resume programmed schedule,", THEN resumes the programmed schedule [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.
uFA2gD4C,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
uFdVX9ub,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
uJwpnekP,Android Device,Disconnects from a specific WiFi network,IF your Android device connects to a specified wifi network,Nefit Easy,Set room temperature,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,This Trigger fires every time your Android device disconnects from a WiFi network you specify.,This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.
uP4wJkYg,Button widget,Button press,IF a button is pressed,AQUAREA Smart Cloud,Change Heat Mode settings (for direct setting),", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,This trigger fires every time you press the button.,This action will change operation settings for Heat Mode in your device. This action is for devices not set to work with compensation curve setting.
uR8YMxBQ,Amazon Alexa,Item added to your To Do List,IF an item is added to a to-do list,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you add an item to your To Do List.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
uSkJqUFm,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
uTMCXdtN,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
uczk5CKX,Amazon Alexa,Item added to your To Do List,IF an item is added to a to-do list,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you add an item to your To Do List.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
ugZ9PhQd,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
urvkhPCg,Apilio,Receive an event from Apilio,IF a message containing a key phrase is sent,tadoº Heating,Turn heating on,", THEN starts heating [ACTION_Z].",Thermostat/Heating,This trigger fires every time IFTTT receives a specific event from Apilio.,This Action will start your heating.
uu9sryiL,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,BDR Thermea Group,Set temperature,", THEN the thermostat to the temperature you specify [ACTION_W].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This action will set the temperature on the thermostat.
uuQZ3bcf,Festina Watches,Pusher pressed,IF a Festina watch button is pressed,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger is fired from the assigned pusher on your Festina watch.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
uve28gyQ,MyQ,Door opened,IF a door is opened,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when a door is opened.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
uxBApR2P,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
uzseBijE,Date & Time,Every day of the week at,IF is one of the specific days of the week at a specified time,GE Appliances GeoSpring™,Set temperature,", THEN sets the water heater temperature [ACTION_Z].",Thermostat/Heating,This Trigger fires only on specific days of the week at the time you provide.,This Action will set the temperature of your GE water heater.
