id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
uJwpnekP,Android Device,Disconnects from a specific WiFi network,This Trigger fires every time your Android device disconnects from a WiFi network you specify.,Nefit Easy,Set room temperature,This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.,Thermostat/Heating
uP4wJkYg,Button widget,Button press,This trigger fires every time you press the button.,AQUAREA Smart Cloud,Change Heat Mode settings (for direct setting),This action will change operation settings for Heat Mode in your device. This action is for devices not set to work with compensation curve setting.,Thermostat/Heating
uR8YMxBQ,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
uSkJqUFm,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
uT6b3ECr,Boundary,The alarm was armed,This trigger fires when the alarm is armed.,Hive Active Heating™ - UK and Europe,Set mode to manual at a specific temperature,This Action will set thermostat to manual at a specific temperature indefinitely.,Thermostat/Heating
uTMCXdtN,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
uczk5CKX,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
ugZ9PhQd,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
urvkhPCg,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,tadoº Heating,Turn heating on,This Action will start your heating.,Thermostat/Heating
uu9sryiL,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,BDR Thermea Group,Set temperature,This action will set the temperature on the thermostat.,Thermostat/Heating
uuQZ3bcf,Festina Watches,Pusher pressed,This trigger is fired from the assigned pusher on your Festina watch.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
uve28gyQ,MyQ,Door opened,This trigger fires when a door is opened.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
uxBApR2P,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
uzseBijE,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,GE Appliances GeoSpring™,Set temperature,This Action will set the temperature of your GE water heater.,Thermostat/Heating
v3gC8hJy,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
v4SjwyZH,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
v4zdU82j,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Mysa Thermostat,Change the setpoint,This action will change the setpoint of a device to the desired value.,Thermostat/Heating
v9WhRPj7,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Warmup Smart Thermostat,Set temperature,This action will set your thermostat to a specified temperature.,Thermostat/Heating
vBSJ3tKd,Nest Thermostat,Temperature rises above,This Trigger fires every time the temperature rises above a threshold you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
vLVQKaGz,Button widget,Button press,This trigger fires every time you press the button.,Netatmo Thermostat,Set to away mode,This Action will set your home to away mode.,Thermostat/Heating
vMe3zpEf,Date & Time,Every hour at,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",Hive Active Heating™ - UK and Europe,Set the thermostat to schedule,This Action will set the heating mode to schedule.,Thermostat/Heating
vPCfHhLq,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Resume programmed schedule,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.,Thermostat/Heating
vRLCy6PY,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
vU9MFPKn,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
vZYMwkte,Nest Protect,Carbon monoxide warning,This Trigger fires every time the Nest Protect you specify detects warning carbon monoxide levels.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
ve34BbYQ,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Hive Active Heating™ - UK and Europe,Set the thermostat to schedule,This Action will set the heating mode to schedule.,Thermostat/Heating
